Affix,Type_x,Origin,Type_y,TotalFrequency
afro,prefix,Unspecified,prefix,2647152
anglo,prefix,Unspecified,prefix,3591523
euro,prefix,Unspecified,prefix,225990569
franco,prefix,Unspecified,prefix,6772175
indo,prefix,Unspecified,prefix,44708427
hell,prefix,Greek,prefix,68575016
abac,prefix,Greek,prefix,2161425
abil,prefix,Unspecified,prefix,61479902
able,suffix,Unspecified,suffix,1610344601
ably,suffix,Unspecified,suffix,116003340
abol,prefix,Unspecified,prefix,4306889
academ,prefix,Greek,prefix,97453390
acantho,prefix,Greek,prefix,30775
acaro,prefix,Greek,prefix,14921
aceae,suffix,Unspecified,suffix,3383050
aceous,suffix,Unspecified,suffix,1649281
ace,suffix,Unspecified,suffix,897217691
acerb,prefix,"Latin, Greek",prefix,154285
acet,prefix,Latin,prefix,8544831
acid,prefix,Latin,prefix,42923409
actino,prefix,Greek,prefix,442769
acious,suffix,Unspecified,suffix,10385193
acity,suffix,Unspecified,suffix,52661760
acoust,prefix,Unspecified,prefix,15257400
acryl,prefix,Latin,prefix,7426096
acti,prefix,Unspecified,prefix,584253214
acu,prefix,Latin,prefix,23874829
acy,suffix,Unspecified,suffix,495921483
ac,prefix,Greek,prefix,2966320343
ac,prefix,Greek,prefix,2966320343
adeno,prefix,Unspecified,prefix,3574460
ado,suffix,Unspecified,suffix,73961741
ade,suffix,Unspecified,suffix,630851527
aden,prefix,Greek,prefix,5322796
adipo,prefix,Latin,prefix,739282
adrena,prefix,Unspecified,prefix,3793974
ae,suffix,Unspecified,suffix,70808308
aeri,prefix,Greek,prefix,7728910
aesth,prefix,Greek,prefix,5628296
aether,prefix,Greek,prefix,243748
aev,prefix,Latin,prefix,95923
affect,prefix,Unspecified,prefix,71086380
after,prefix,Unspecified,prefix,411467423
age,suffix,Unspecified,suffix,3169786208
agon,prefix,Unspecified,prefix,3969260
agap,prefix,Greek,prefix,548884
agree,prefix,Unspecified,prefix,216494919
agra,suffix,Unspecified,suffix,29374932
agri,prefix,Latin,prefix,59430441
agi,prefix,Latin,prefix,21753090
ailur,prefix,Greek,prefix,0
aire,suffix,French,suffix,37637890
eal,suffix,Unspecified,suffix,514701800
cial,suffix,Unspecified,suffix,842189239
ital,suffix,Unspecified,suffix,365156793
al,suffix,Unspecified,suffix,10376195685
alacr,prefix,Latin,prefix,333086
alb,prefix,Latin,prefix,189488356
alcyon,prefix,Greek,prefix,60527
ale,prefix,Greek,prefix,133731519
algo,prefix,Greek,prefix,30037682
ali,prefix,Latin,prefix,128328779
alkyl,prefix,Unspecified,prefix,892893
allel,prefix,Greek,prefix,2819960
alpha,prefix,Greek,prefix,54248327
alphit,prefix,Greek,prefix,0
alter,prefix,Unspecified,prefix,117729629
alti,prefix,Latin,prefix,7833317
amat,prefix,Latin,prefix,57913744
amath,prefix,Greek,prefix,35244
ambi,prefix,Latin,prefix,28965360
ambl,prefix,Unspecified,prefix,1161032
ambul,prefix,Latin,prefix,6475308
ami,prefix,Greek,prefix,36937590
amm,prefix,Greek,prefix,10884786
amni,prefix,Greek,prefix,499317
amphi,prefix,Greek,prefix,3882305
ampl,prefix,Latin,prefix,32285011
amygdal,prefix,Greek,prefix,450564
amylo,prefix,Unspecified,prefix,880969
iana,suffix,Unspecified,suffix,90819938
anxi,prefix,Unspecified,prefix,13685619
ando,suffix,Unspecified,suffix,39764782
andra,prefix,Greek,prefix,1075509
anemo,prefix,Greek,prefix,897482
ane,suffix,Unspecified,suffix,195043549
angio,prefix,Unspecified,prefix,3543851
ang,prefix,Unspecified,prefix,195089218
anima,prefix,Latin,prefix,163434665
ankylo,prefix,Unspecified,prefix,202814
anni,prefix,Latin,prefix,30591507
antero,prefix,Unspecified,prefix,205834
anti,prefix,Greek,prefix,199225671
ante,prefix,Latin,prefix,27943027
antho,prefix,Greek,prefix,22162627
anthrac,prefix,Greek,prefix,837347
anthropo,prefix,Greek,prefix,8776933
ana,prefix,Greek,prefix,348926418
aniso,prefix,Unspecified,prefix,1519166
apert,prefix,Latin,prefix,4890056
aphrod,prefix,Greek,prefix,4257688
aph,prefix,Unspecified,prefix,7678345
api,prefix,Latin,prefix,18883523
apt,prefix,Unspecified,prefix,10179672
apo,prefix,Greek,prefix,38485455
aqua,prefix,Latin,prefix,28775915
ara,prefix,Latin,prefix,66926132
arachno,prefix,Greek,prefix,188097
arbitr,prefix,Latin,prefix,17050803
arbore,prefix,Unspecified,prefix,1128836
arcan,prefix,Latin,prefix,1744632
arche,prefix,Greek,prefix,11647005
archae,prefix,Greek,prefix,9877139
arct,prefix,Greek,prefix,8556585
arc,prefix,Unspecified,prefix,392306830
ard,prefix,Latin,prefix,8710445
ard,prefix,Latin,suffix,1406338313
ard,suffix,Unspecified,prefix,8710445
ard,suffix,Unspecified,suffix,1406338313
ardu,prefix,Latin,prefix,563145
areola,prefix,Unspecified,prefix,367765
areo,prefix,Unspecified,prefix,415881
aret,prefix,Greek,prefix,807957
argent,prefix,Latin,prefix,21826625
argu,prefix,Unspecified,prefix,81852187
arian,suffix,Unspecified,suffix,52183390
arid,prefix,Latin,prefix,1972076
arist,prefix,Greek,prefix,5939645
arithm,prefix,Greek,prefix,3122478
arma,prefix,Unspecified,prefix,12126162
arm,suffix,Unspecified,suffix,144011865
arm,suffix,Unspecified,prefix,165128458
ar,suffix,Unspecified,suffix,3170046034
asco,prefix,Greek,prefix,2800886
arsen,prefix,Greek,prefix,6607692
arthr,prefix,Unspecified,prefix,10484710
articula,prefix,Unspecified,prefix,6165736
arti,prefix,Greek,prefix,505809041
art,prefix,Latin,prefix,890771417
art,prefix,Latin,suffix,1145270074
art,suffix,Unspecified,prefix,890771417
art,suffix,Unspecified,suffix,1145270074
ance,suffix,Unspecified,suffix,1522916375
ant,suffix,Unspecified,suffix,1274202144
an,suffix,Unspecified,suffix,7859649226
an,suffix,Unspecified,prefix,17606915148
arm,prefix,Unspecified,suffix,144011865
arm,prefix,Unspecified,prefix,165128458
arterio,prefix,Unspecified,prefix,812330
ary,suffix,Unspecified,suffix,1687206905
iated,suffix,Unspecified,suffix,113182398
ation,suffix,Unspecified,suffix,5445512639
ative,suffix,Unspecified,suffix,488151325
asc,prefix,Greek,prefix,33092090
asia,suffix,Unspecified,suffix,66199627
asin,prefix,Latin,prefix,10428489
asis,suffix,Greek,suffix,89979790
asm,suffix,Greek,suffix,17384481
asper,prefix,Latin,prefix,1511752
aspr,prefix,Greek,prefix,321130
ast,suffix,Unspecified,suffix,1246165325
aster,prefix,Greek,prefix,9257222
asthen,prefix,Greek,prefix,168370
ata,suffix,Unspecified,suffix,470709076
atic,suffix,Unspecified,suffix,159489534
ather,prefix,Greek,prefix,2242335
athl,prefix,Greek,prefix,44541964
athon,suffix,Unspecified,suffix,7285342
ati,suffix,Unspecified,suffix,46489079
ating,suffix,Unspecified,suffix,768772087
atmo,prefix,Unspecified,prefix,22512571
atory,suffix,Unspecified,suffix,107473338
ator,suffix,Unspecified,suffix,326186502
atroc,prefix,Unspecified,prefix,1931616
audio,prefix,Latin,prefix,146057749
audac,prefix,Latin,prefix,947330
aug,prefix,Latin,prefix,261735732
aught,suffix,Unspecified,suffix,37420147
aul,prefix,Greek,prefix,1388067
aureo,prefix,Latin,prefix,71235
auri,prefix,Latin,prefix,889093
austr,prefix,Unspecified,prefix,197960222
auth,prefix,Unspecified,prefix,411645066
auto,prefix,Greek,prefix,317052474
auxil,prefix,Greek,prefix,5020392
ava,prefix,Latin,prefix,509848154
avi,prefix,Unspecified,prefix,45378282
avia,prefix,Latin,prefix,22559271
axi,prefix,Latin,prefix,20080245
axon,prefix,Greek,prefix,1122838
abs,prefix,Latin,prefix,167991182
an,prefix,Greek,suffix,7859649226
an,prefix,Greek,prefix,17606915148
ad,prefix,Latin,prefix,2981279435
azo,prefix,Unspecified,prefix,1767467
a,suffix,Unspecified,suffix,19372844179
bacci,prefix,Unspecified,prefix,46487
bacill,prefix,Unspecified,prefix,1633641
back,prefix,Unspecified,prefix,660518900
bacteria,prefix,Unspecified,prefix,13184138
bac,prefix,Latin,prefix,717046105
band,prefix,Unspecified,prefix,118206470
bapt,prefix,Greek,prefix,16027930
bare,prefix,Unspecified,prefix,23743410
barri,prefix,Unspecified,prefix,24339663
bari,prefix,Greek,prefix,5134178
basidio,prefix,Unspecified,prefix,80181
bast,prefix,Unspecified,prefix,8212207
basi,prefix,Greek,prefix,190286243
batho,prefix,Greek,prefix,297579
bat,prefix,Unspecified,prefix,261208729
beaut,prefix,Latin,prefix,155514626
belli,prefix,Latin,prefix,5170489
bene,prefix,Latin,prefix,159994704
be,prefix,Unspecified,prefix,7168572940
bi,prefix,Latin,prefix,1637200446
bib,prefix,Latin,prefix,87393030
biblio,prefix,Greek,prefix,22513693
biosis,suffix,Unspecified,suffix,437876
bio,prefix,Greek,prefix,207967042
black,suffix,Unspecified,suffix,245379858
blast,prefix,Greek,prefix,17284582
blepharo,prefix,Unspecified,prefix,256703
ble,suffix,Unspecified,suffix,2276282422
blenn,prefix,Greek,prefix,96637
blind,suffix,Unspecified,suffix,16827295
blown,suffix,Unspecified,suffix,4601246
blue,suffix,Unspecified,suffix,128256392
blust,prefix,Unspecified,prefix,348354
board,suffix,Unspecified,suffix,300183640
bol,prefix,Greek,prefix,68357177
bomb,prefix,Greek,prefix,31971099
bon,prefix,Latin,prefix,189057245
bore,prefix,"Latin, Greek",prefix,14586700
borne,suffix,Unspecified,suffix,13983398
born,suffix,Unspecified,suffix,65408041
botan,prefix,Greek,prefix,9228414
botry,prefix,Unspecified,prefix,141708
bottom,prefix,Unspecified,prefix,49118137
bound,suffix,Unspecified,suffix,40146833
boun,prefix,Unspecified,prefix,67849514
bov,prefix,Latin,prefix,3450453
brachi,prefix,"Latin, Greek",prefix,347686
brachy,prefix,Greek,prefix,276808
brac,prefix,Unspecified,prefix,38753381
brady,prefix,Greek,prefix,4469888
branchio,prefix,Greek,prefix,35040
breast,prefix,Unspecified,prefix,64405984
breve,prefix,Latin,prefix,528983
bri,prefix,Unspecified,prefix,518175556
broad,prefix,Unspecified,prefix,115084146
broken,prefix,Unspecified,prefix,31570910
brom,prefix,Greek,prefix,6055064
bromat,prefix,Greek,prefix,49922
broncho,prefix,Greek,prefix,709242
bront,prefix,Greek,prefix,706947
brot,prefix,Greek,prefix,61311192
brownish,prefix,Unspecified,prefix,337437
bryo,prefix,Greek,prefix,460679
bryo,prefix,Greek,suffix,2146623
bryo,suffix,Unspecified,prefix,460679
bryo,suffix,Unspecified,suffix,2146623
bucc,prefix,Latin,prefix,2102662
bulb,prefix,Latin,prefix,10450283
built,suffix,Unspecified,suffix,64734967
bull,prefix,Latin,prefix,71899814
bursa,prefix,Latin,prefix,1658408
butyr,prefix,Greek,prefix,214069
byss,prefix,Greek,prefix,83302
by,suffix,Unspecified,suffix,3651408115
caco,prefix,Greek,prefix,473931
cad,prefix,Latin,prefix,34926237
cade,suffix,Unspecified,suffix,34357066
caed,prefix,Latin,prefix,192489
calor,prefix,Latin,prefix,9244894
calic,prefix,Latin,prefix,1376218
calli,prefix,Greek,prefix,33837519
calci,prefix,"Latin, Greek",prefix,11313782
cald,prefix,Unspecified,prefix,6331852
calv,prefix,Latin,prefix,11588338
calyp,prefix,Greek,prefix,1285386
camer,prefix,Latin,prefix,169558827
camisi,prefix,Latin,prefix,0
camp,prefix,Latin,prefix,201312598
candid,prefix,Unspecified,prefix,48409994
canis,prefix,Latin,prefix,2419550
can,prefix,Greek,prefix,1871997196
can,prefix,Latin,prefix,1871997196
cand,prefix,Latin,prefix,92900159
capill,prefix,Unspecified,prefix,1543901
capitul,prefix,Unspecified,prefix,363447
capit,prefix,Latin,prefix,97664572
capn,prefix,Greek,prefix,72445
capr,prefix,Latin,prefix,9470805
caps,prefix,Latin,prefix,22623305
capt,prefix,Latin,prefix,67928010
carbon,prefix,Latin,prefix,24556179
carcer,prefix,Latin,prefix,0
carcin,prefix,"Latin, Greek",prefix,6334937
cardia,prefix,Greek,prefix,5848909
cardin,prefix,Latin,prefix,10786522
carni,prefix,Latin,prefix,9118337
carpo,prefix,Unspecified,prefix,1509854
carp,prefix,Greek,prefix,30820865
cart,prefix,Unspecified,prefix,255438609
cast,prefix,Latin,prefix,85889294
cast,prefix,Latin,suffix,121930077
cast,suffix,Unspecified,prefix,85889294
cast,suffix,Unspecified,suffix,121930077
cata,prefix,Greek,prefix,121778754
caten,prefix,Latin,prefix,403420
cathar,prefix,Greek,prefix,2007661
cata,prefix,Unspecified,prefix,121778754
cauda,prefix,Latin,prefix,649631
cauld,prefix,Unspecified,prefix,713984
cause,prefix,Latin,prefix,117202269
caust,prefix,Greek,prefix,709627
caut,prefix,Unspecified,prefix,12118720
cav,prefix,Latin,prefix,34316193
ced,prefix,Latin,prefix,16020644
ceipt,suffix,Unspecified,suffix,14513169
celebr,prefix,Unspecified,prefix,73151872
cel,prefix,Latin,prefix,315783911
cele,suffix,Unspecified,suffix,343170
celer,prefix,Latin,prefix,4134892
celli,suffix,Unspecified,suffix,1123397
cell,prefix,Unspecified,prefix,196532295
cen,prefix,Greek,prefix,741769469
cen,prefix,Greek,prefix,741769469
cen,prefix,Greek,prefix,741769469
cens,prefix,Latin,prefix,32246892
cente,prefix,Latin,prefix,347035848
centesis,suffix,Unspecified,suffix,177767
centen,prefix,Latin,prefix,4092556
centesim,prefix,Latin,prefix,0
centri,prefix,Greek,prefix,6643279
cephali,prefix,Greek,prefix,137583
ceram,prefix,Greek,prefix,14417333
cerat,prefix,Greek,prefix,102817
cerebra,prefix,Unspecified,prefix,3478606
cern,prefix,Latin,prefix,4282242
certa,prefix,Latin,prefix,103734535
cervico,prefix,Latin,prefix,0
cess,suffix,Unspecified,suffix,492562970
ceter,prefix,Latin,prefix,722199
chaet,prefix,Greek,prefix,65731
champ,prefix,Unspecified,prefix,61668398
chand,prefix,Unspecified,prefix,12305738
chart,prefix,Unspecified,prefix,90430541
char,prefix,Unspecified,prefix,561939060
chast,prefix,Unspecified,prefix,2138859
chelon,prefix,Greek,prefix,86941
cheli,prefix,Unspecified,prefix,72230
chemi,prefix,Unspecified,prefix,85984160
child,prefix,Unspecified,prefix,359388652
chiro,prefix,Greek,prefix,6040239
chloro,prefix,Greek,prefix,3165565
chole,prefix,Unspecified,prefix,10707112
chondri,prefix,Greek,prefix,169219
chord,prefix,"Latin, Greek",prefix,8404944
choreo,prefix,Greek,prefix,2251009
chres,prefix,Greek,prefix,61610
chromato,prefix,Greek,prefix,3012338
chrona,prefix,Greek,prefix,0
chrysa,prefix,Greek,prefix,1013685
ch,suffix,Unspecified,suffix,4897222573
cian,suffix,Unspecified,suffix,47798364
cide,prefix,Unspecified,prefix,2078165
cili,prefix,Latin,prefix,821815
cil,suffix,Unspecified,suffix,124161180
ciner,prefix,Latin,prefix,515724
cing,prefix,Latin,prefix,5808686
circ,prefix,Latin,prefix,132941466
circum,prefix,Latin,prefix,31502355
cirro,prefix,Latin,prefix,0
cis,prefix,Unspecified,prefix,37346873
cit,prefix,Latin,prefix,584274632
civil,prefix,Latin,prefix,71004593
clad,prefix,Greek,prefix,4010795
clad,prefix,Greek,suffix,2541224
clad,suffix,Unspecified,prefix,4010795
clad,suffix,Unspecified,suffix,2541224
clam,prefix,Latin,prefix,11503348
clar,prefix,Latin,prefix,84643603
clase,suffix,Unspecified,suffix,787490
class,prefix,Unspecified,prefix,478665898
clast,prefix,Greek,prefix,273068
claud,prefix,Latin,prefix,9602860
clav,prefix,Greek,prefix,1680240
cleisto,prefix,Greek,prefix,0
cleithr,prefix,Greek,prefix,0
clement,prefix,Latin,prefix,4720291
cle,prefix,Greek,prefix,365515518
icle,suffix,Unspecified,suffix,256515885
clim,prefix,Unspecified,prefix,53919074
clino,prefix,Latin,prefix,97625
close,prefix,Unspecified,prefix,205371845
coagu,prefix,Unspecified,prefix,1051688
cocci,prefix,Greek,prefix,361296
cochl,prefix,Greek,prefix,643797
coct,suffix,Unspecified,suffix,95345
coel,prefix,Greek,prefix,779286
cogit,prefix,Unspecified,prefix,247638
cognit,prefix,Latin,prefix,10552798
cold,suffix,Unspecified,suffix,41058076
col,prefix,Latin,prefix,1188488884
col,prefix,Latin,prefix,1188488884
coll,prefix,Latin,prefix,611599403
color,prefix,Latin,prefix,211291378
colous,suffix,Unspecified,suffix,0
commun,prefix,Unspecified,prefix,479193760
compar,prefix,Unspecified,prefix,300105753
comput,prefix,Unspecified,prefix,413265555
com,prefix,Latin,prefix,4691782155
consul,prefix,Unspecified,prefix,122807730
convex,suffix,Unspecified,suffix,1898498
coni,prefix,Greek,prefix,2715398
con,prefix,Latin,prefix,5167131230
condi,prefix,Latin,prefix,275788056
constitut,prefix,Unspecified,prefix,75810131
contra,prefix,Latin,prefix,199016989
copi,prefix,Latin,prefix,45222536
copro,prefix,Greek,prefix,330505
copul,prefix,Latin,prefix,366343
cor,prefix,Latin,prefix,680510118
corac,prefix,Greek,prefix,69925
core,suffix,Unspecified,suffix,172913833
cori,prefix,Latin,prefix,7902172
corn,prefix,Latin,prefix,84265988
coron,prefix,Latin,prefix,11586189
corpor,prefix,Latin,prefix,173704022
cortici,prefix,Latin,prefix,0
cort,prefix,Unspecified,prefix,12482906
cosmi,prefix,Greek,prefix,4677652
cosmet,prefix,Greek,prefix,20416263
cost,prefix,Latin,prefix,317686690
cotyl,prefix,Greek,prefix,124612
counter,prefix,Unspecified,prefix,63628785
court,prefix,Unspecified,prefix,175214885
cour,prefix,Unspecified,prefix,446389029
ocracy,suffix,Greek,suffix,21730636
cranio,prefix,Greek,prefix,627449
crass,prefix,Latin,prefix,774861
cret,prefix,Unspecified,prefix,3601543
creat,prefix,Latin,prefix,396096048
cred,prefix,Latin,prefix,236147987
crepid,prefix,Greek,prefix,0
cresc,prefix,Latin,prefix,5835608
cribr,prefix,Latin,prefix,0
cric,prefix,Greek,prefix,15885430
crimin,prefix,Unspecified,prefix,39923086
crine,suffix,Unspecified,suffix,2255009
crisp,prefix,Latin,prefix,6277379
crist,prefix,Latin,prefix,4996937
crit,prefix,Greek,prefix,133096463
crosso,prefix,Greek,prefix,3203341
cruci,prefix,Latin,prefix,13583391
crur,prefix,Latin,prefix,13348
crus,prefix,Latin,prefix,19210054
cryo,prefix,Unspecified,prefix,2350527
crypta,prefix,Greek,prefix,169579
crystallo,prefix,Unspecified,prefix,1019992
cry,suffix,Latin,suffix,13421815
cten,prefix,Greek,prefix,0
cub,prefix,Latin,prefix,44453726
molecule,prefix,Latin,prefix,10088633
culin,prefix,Latin,prefix,4484571
culti,prefix,Latin,prefix,8406883
culus,suffix,Unspecified,suffix,5961367
culp,prefix,Latin,prefix,2696094
cumula,prefix,Latin,prefix,6923145
cune,prefix,Latin,prefix,531064
cupro,prefix,Unspecified,prefix,23366
cura,prefix,Latin,prefix,5635740
corr,prefix,Latin,prefix,201635618
curv,prefix,Latin,prefix,22526679
cuspid,prefix,Latin,prefix,66401
custom,prefix,Unspecified,prefix,394093223
cuta,prefix,Latin,prefix,1104306
cut,suffix,Unspecified,suffix,97887717
cyano,prefix,Greek,prefix,831799
cyber,prefix,Unspecified,prefix,21423626
cyclo,prefix,Greek,prefix,7981659
cylindr,prefix,Greek,prefix,1466450
cyno,prefix,Greek,prefix,371211
cysto,prefix,Greek,prefix,84342
cyto,prefix,Greek,prefix,13057120
cy,suffix,Unspecified,suffix,1314485478
dacry,prefix,Greek,prefix,22988
dactylo,prefix,Greek,prefix,48395
damn,prefix,"Latin, Greek",prefix,14816826
day,prefix,Unspecified,prefix,780410872
da,prefix,Greek,prefix,3101944943
deaf,suffix,Unspecified,suffix,5774245
deb,prefix,Latin,prefix,173888612
decis,prefix,Latin,prefix,105530961
deca,prefix,"Latin, Greek",prefix,42289380
decor,prefix,Latin,prefix,48764118
deep,suffix,Unspecified,suffix,54575508
del,prefix,Latin,prefix,545517938
delic,suffix,Unspecified,suffix,1811272
delt,prefix,Greek,prefix,29711018
demi,prefix,Unspecified,prefix,5965720
demono,prefix,Greek,prefix,106372
demo,prefix,Greek,prefix,168442802
denti,prefix,Unspecified,prefix,15502773
den,prefix,Latin,prefix,229032034
dendri,prefix,Greek,prefix,1012980
dens,prefix,Latin,prefix,28125616
dent,prefix,Latin,prefix,47883035
deris,prefix,Unspecified,prefix,356168
derma,prefix,Greek,prefix,6995901
despot,prefix,Greek,prefix,664155
dei,prefix,Unspecified,prefix,10132139
deutero,prefix,Greek,prefix,1582134
dexi,prefix,Greek,prefix,291030
dexter,prefix,Latin,prefix,3335266
de,prefix,Latin,prefix,6984181960
dilig,prefix,Unspecified,prefix,3599409
disco,prefix,Unspecified,prefix,231416390
dif,prefix,Latin,prefix,403955457
dia,prefix,Greek,prefix,279644413
diacosi,prefix,Greek,prefix,0
dicho,prefix,Unspecified,prefix,885728
dic,prefix,Latin,prefix,136305414
didact,prefix,Greek,prefix,598253
digiti,prefix,Latin,prefix,3448143
dign,prefix,Unspecified,prefix,5483622
dino,prefix,Greek,prefix,7806389
diplo,prefix,Greek,prefix,18937883
dat,prefix,Unspecified,prefix,1173264814
divid,prefix,Unspecified,prefix,35646344
divin,prefix,Unspecified,prefix,24935344
di,prefix,Greek,prefix,4845585391
docu,prefix,Unspecified,prefix,235639520
doc,prefix,"Latin, Greek",prefix,372809027
dodeca,prefix,Greek,prefix,184070
dogm,prefix,Unspecified,prefix,1795603
dolicho,prefix,Greek,prefix,33399
dol,prefix,Latin,prefix,139831205
dom,suffix,Unspecified,suffix,201833581
dom,suffix,Unspecified,prefix,223498065
domin,prefix,Latin,prefix,57110992
domit,prefix,Latin,prefix,111411
dom,prefix,Latin,suffix,201833581
dom,prefix,Latin,prefix,223498065
done,suffix,Unspecified,suffix,114083082
donat,prefix,Latin,prefix,50857199
dorm,prefix,Latin,prefix,6008443
dorsi,prefix,Latin,prefix,71291
double,prefix,Latin,prefix,88059270
down,prefix,Unspecified,prefix,638434462
do,prefix,Greek,prefix,3630899136
dra,prefix,Greek,prefix,256933230
drach,prefix,Greek,prefix,403568
dram,prefix,Greek,prefix,40221350
dros,prefix,Greek,prefix,3003095
dry,prefix,Greek,prefix,48701509
doubt,prefix,Latin,prefix,27107377
du,prefix,Latin,prefix,809774066
duct,prefix,Latin,prefix,6118467
duodeci,prefix,Unspecified,prefix,30105
duo,prefix,Unspecified,prefix,8759939
dulce,prefix,Latin,prefix,702575
dura,prefix,Latin,prefix,39223793
dy,prefix,Greek,prefix,110394759
dynamo,prefix,Greek,prefix,1213789
dys,prefix,Greek,prefix,13508584
eae,suffix,Unspecified,suffix,4136108
ean,suffix,Unspecified,suffix,396319421
east,prefix,Unspecified,prefix,198173991
ecclesi,prefix,Greek,prefix,2428718
echino,prefix,Unspecified,prefix,353033
ech,prefix,Greek,prefix,30890851
eco,prefix,Greek,prefix,251478363
ectasia,suffix,Unspecified,suffix,104298
ecto,prefix,Greek,prefix,1290498
ectomy,suffix,Unspecified,suffix,3846855
ecumen,prefix,Unspecified,prefix,1186041
ec,prefix,Greek,prefix,376030923
edif,prefix,Unspecified,prefix,1443337
ed,prefix,Latin,prefix,1026089554
ed,prefix,Latin,suffix,16950747438
ied,suffix,Unspecified,suffix,676910570
ued,suffix,Unspecified,suffix,115614401
ed,suffix,Unspecified,prefix,1026089554
ed,suffix,Unspecified,suffix,16950747438
d,suffix,Unspecified,suffix,47335849371
ee,suffix,Unspecified,suffix,2802423783
een,suffix,Irish,suffix,1413138465
eer,suffix,Unspecified,suffix,215742940
ego,prefix,"Latin, Greek",prefix,6505792
eg,prefix,Greek,prefix,143756565
eigen,prefix,German,prefix,3859043
eiren,prefix,Greek,prefix,19827
elasto,prefix,Unspecified,prefix,1040640
electro,prefix,Greek,prefix,228423834
elem,prefix,Greek,prefix,109439665
elig,prefix,Unspecified,prefix,47240459
elle,suffix,Latin,suffix,51500310
ellum,suffix,Unspecified,suffix,1652790
em,prefix,Latin,prefix,1225106693
eme,prefix,Greek,prefix,95635393
eme,prefix,Greek,suffix,130718860
eme,suffix,Unspecified,prefix,95635393
eme,suffix,Unspecified,suffix,130718860
emul,prefix,Latin,prefix,12271300
endo,suffix,Unspecified,suffix,23044388
endo,suffix,Unspecified,prefix,40800174
end,suffix,Unspecified,suffix,949512813
ene,suffix,Unspecified,suffix,139655404
enantio,prefix,Greek,prefix,279705
ence,suffix,Unspecified,suffix,1243428945
encephalo,prefix,Greek,prefix,593983
endo,prefix,Greek,suffix,23044388
endo,prefix,Greek,prefix,40800174
engy,prefix,Greek,prefix,0
ennea,prefix,Greek,prefix,169166
enne,suffix,Unspecified,suffix,12832000
ennium,suffix,Unspecified,suffix,9364881
ense,suffix,Unspecified,suffix,237885045
ensi,prefix,Latin,prefix,1638259
entero,prefix,Greek,prefix,1079031
entomo,prefix,Greek,prefix,1772794
ento,prefix,Unspecified,prefix,3008381
ent,suffix,Latin,suffix,6239796416
en,prefix,Greek,prefix,3032934975
en,prefix,Greek,suffix,5800958828
en,suffix,Unspecified,prefix,3032934975
en,suffix,Unspecified,suffix,5800958828
en,suffix,Unspecified,prefix,3032934975
en,suffix,Unspecified,suffix,5800958828
en,suffix,Unspecified,prefix,3032934975
en,suffix,Unspecified,suffix,5800958828
eo,prefix,Greek,prefix,17693415
eous,suffix,Unspecified,suffix,73741707
epi,prefix,Greek,prefix,96404932
equa,prefix,Unspecified,prefix,93836324
eque,prefix,Latin,prefix,3222284
ere,prefix,Greek,prefix,14779142
erel,suffix,Unspecified,suffix,1194690
ergo,prefix,Greek,prefix,6134469
erly,suffix,Unspecified,suffix,82680944
ern,suffix,Unspecified,suffix,404622356
eroto,prefix,Greek,prefix,37118
err,prefix,Latin,prefix,143118068
ery,suffix,Unspecified,suffix,1225902703
erythro,prefix,Greek,prefix,1821545
er,suffix,Unspecified,suffix,17892444899
er,suffix,Unspecified,suffix,17892444899
escence,suffix,Unspecified,suffix,11748525
escent,suffix,Unspecified,suffix,21816825
esce,suffix,Unspecified,suffix,517779
ese,suffix,Unspecified,suffix,723564767
esiac,suffix,Unspecified,suffix,96706
esic,suffix,Unspecified,suffix,1245173
esis,suffix,Unspecified,suffix,50820494
esque,suffix,Unspecified,suffix,5196853
ess,suffix,Unspecified,suffix,2728075481
estim,prefix,Unspecified,prefix,97380211
est,suffix,Unspecified,suffix,2033146009
esth,prefix,Latin,prefix,4246711
eso,prefix,Greek,prefix,5733444
es,suffix,Unspecified,suffix,18815317340
ete,suffix,Unspecified,suffix,254003697
ethic,prefix,Greek,prefix,30298783
eth,suffix,Unspecified,suffix,86240729
etic,suffix,Unspecified,suffix,110392241
ethm,prefix,Greek,prefix,37633
ethna,prefix,Greek,prefix,0
etym,prefix,Greek,prefix,1090328
ette,suffix,Unspecified,suffix,110280491
eu,prefix,Greek,prefix,378007496
eury,prefix,Greek,prefix,522866
eur,suffix,Unspecified,suffix,175398889
exampl,prefix,Unspecified,prefix,169419234
exempt,prefix,Unspecified,prefix,19304394
exo,prefix,Greek,prefix,21152295
extero,prefix,Latin,prefix,0
extrem,prefix,Latin,prefix,63673026
ex,prefix,Latin,prefix,3017579663
eye,prefix,Unspecified,prefix,125348828
e,suffix,Unspecified,suffix,102736597698
fa,prefix,Latin,prefix,2864716264
fab,prefix,Latin,prefix,52533865
faci,prefix,Latin,prefix,173703219
falc,prefix,Latin,prefix,9244019
fallac,prefix,Latin,prefix,1291541
famili,prefix,Latin,prefix,69734123
familial,prefix,Unspecified,prefix,1181550
fam,prefix,Unspecified,prefix,375832918
fasc,prefix,Latin,prefix,12940187
fatigue,prefix,Unspecified,prefix,5433618
fatu,prefix,Latin,prefix,111044
faul,prefix,Unspecified,prefix,21043427
fav,prefix,Unspecified,prefix,182126563
febri,prefix,Unspecified,prefix,228433
feder,prefix,Latin,prefix,123083705
